Player,Nationality,Position,Team,Competition,Age,Born,Matches,Starts,Minutes,90s,Goals,Assists,G+A,G-PK,Penalty_Kicks_Made,Penalty_Kicks_Attempted,Yellow_Cards,Red_Cards,xG,npxG,xAG,npxG+xAG,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_per_90,Assists_Per_90,G+A_per_90,G-PK_per_90,G+A-PK_per_90,xG_per_90,xAG_per_90,xG+xAG_per_90,npxG_per_90,npxG+xAG_per_90,Shots,Shots_on_Target,Shots_on_Target_%,Shots_per_90,Shots_on_Target_per_90,Goals_per_Shot,Goals_per_Shot_on_Target,Distance,Free_Kicks,npxG_per_Shot,G-xG,npxG-xG,Passes_Completed,Passes_Attempted,Pass_Completion_%,Total_Pass_Distance,Total_Progressive_Distance,Short_Passes_Completed,Short_Passes_Attempted,Short_Pass_Completion_%,Medium_Passes_Completed,Medium_Passes_Attempted,Medium_Pass_Completion_%,Long_Passes_Completed,Long_Passes_Attempted,Long_Pass_Completion_%,xA,xA-xAG,Key_Passes,Final_Third_Passes,Passes_into_Penalty_Area,Crosses_into_Penalty_Area,Through_Balls,Switches,Crosses,Passes_Blocked,SCA,SCA_per_90,SCA_Pass_Live,SCA_Pass_Dead,SCA_Take_Ons,SCA_Shots,SCA_Fouled,SCA_Defense,GCA,GCA_per_90,GCA_Pass_Live,GCA_Pass_Dead,GCA_Take_Ons,GCA_Shots,GCA_Fouled,GCA_Defense,Tackles,Tackles_Won,Tackles_Defensive_3rd,Tackles_Middle_3rd,Tackles_Attacking_3rd,Dribblers_Tackled,Dribbles_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks,Shots_Blocked,Interceptions,Tackles + Interceptions,Clearances,Errors,Touches,Touches_Defensive_Penalty_Area,Touches_Defensive_Third,Touches_Middle_Third,Touches_Attacking_Third,Touches_Attacking_Penalty_Area,Touches_Live_Ball,Take_Ons_Attempted,Take_Ons_Successful,Take_Ons_Success_%,Tackled_During_Take_On,Tackled_During_Take_On_%,Carries,Carries_Total_Distance,Carries_Progressive_Distance,Carries_Into_Final_3rd,Carries_Into_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Second_Yellow_Cards,Fouls_Committed,Fouls_Drawn,Offsides,Penalty_Kicks_Won,Penalty_Kicks_Conceded,Own_Goals,Ball_Recoveries,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won_%
Felix Agu,GER,DF,Werder Bremen,Bundesliga,25,1999,10,10,799,8.9,2,0,2,2,0,0,1,0,0.7,0.7,0.9,1.5,17,16,69,0.23,0.0,0.23,0.23,0.23,0.07,0.1,0.17,0.07,0.17,3,3,100.0,0.34,0.34,0.67,0.67,12,0,0.22,1.3,1.3,306,378,81.0,4868,1462,148,171,86.5,128,156,82.1,18,26,69.2,1.1,-0.9,11,9,14,8,0,2,21,10,17,1.91,14,0,1,0,2,0,1,0,1,0,0,0,0,0,10,5,6,3,1,5,11,45.5,6,6,2,8,18,23,0,463,23,144,197,123,20,463,10,3,30.0,6,60.0,251,1183.0,587.0,6,3,17,3,295,0,7,17,2,0,0,1,25,9,12,42.9
Álvaro Aguado,ESP,MF,Espanyol,La Liga,28,1996,8,3,289,3.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,8,22,2,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,7,0,0.0,2.18,0.0,0.0,0.0,23,1,0.03,-0.2,-0.2,115,151,76.2,2192,660,35,49,71.4,66,75,88.0,12,20,60.0,0.1,0.0,2,19,5,3,1,3,9,4,12,3.74,11,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,2,5,40.0,3,5,0,2,6,5,1,189,4,37,107,46,1,189,4,2,50.0,1,25.0,109,890.0,455.0,3,0,5,2,120,0,2,7,0,0,0,0,24,2,1,66.7
Nayef Aguerd,MAR,DF,Real Sociedad,La Liga,28,1996,9,9,784,8.7,0,0,0,0,0,0,1,0,1.9,1.9,0.1,2.0,9,28,0,0.0,0.0,0.0,0.0,0.0,0.22,0.01,0.23,0.22,0.23,10,4,40.0,1.15,0.46,0.0,0.0,10,0,0.19,-1.9,-1.9,542,602,90.0,10364,3558,213,222,95.9,265,281,94.3,59,84,70.2,0.1,-0.1,3,41,1,0,0,15,0,3,8,0.92,6,1,0,1,0,0,0,0,0,0,0,0,0,0,12,9,7,5,0,4,8,50.0,4,8,4,7,19,37,0,692,59,316,353,24,10,692,2,1,50.0,0,0.0,457,2587.0,1626.0,7,0,3,0,514,0,2,8,0,0,0,0,33,20,13,60.6
Ruben Aguilar,FRA,DF,Lens,Ligue 1,31,1993,5,3,270,3.0,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.8,2,14,28,0.0,0.33,0.33,0.0,0.33,0.05,0.23,0.28,0.05,0.28,2,0,0.0,0.67,0.0,0.0,0.0,13,0,0.08,-0.2,-0.2,165,205,80.5,2217,886,106,117,90.6,40,57,70.2,9,12,75.0,0.6,0.3,2,8,3,0,0,1,9,8,8,2.67,8,0,0,0,0,0,1,0,1,0,0,0,0,0,9,6,5,4,0,7,9,77.8,2,5,1,5,14,2,0,236,2,53,106,81,8,236,3,1,33.3,2,66.7,106,450.0,184.0,5,0,4,1,130,0,5,2,1,0,0,0,21,2,2,50.0
Honest Ahanor,ITA,DF,Genoa,Serie A,16,2008,2,1,85,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,3,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,1,0,0.0,1.06,0.0,0.0,0.0,9,0,0.08,-0.1,-0.1,12,17,70.6,275,122,3,5,60.0,7,7,100.0,2,4,50.0,0.0,0.0,0,0,0,0,0,0,1,0,2,2.12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,2,4,50.0,2,0,0,0,2,2,0,24,1,9,6,9,1,24,1,0,0.0,0,0.0,11,87.0,29.0,0,0,1,1,9,0,0,4,0,0,0,0,5,0,1,0.0
Jean-Eudes Aholou,CIV,MF,Angers,Ligue 1,30,1994,10,10,766,8.5,2,0,2,2,0,0,2,0,1.0,1.0,0.2,1.3,8,31,7,0.23,0.0,0.23,0.23,0.23,0.12,0.03,0.15,0.12,0.15,16,3,18.8,1.88,0.35,0.13,0.67,21,0,0.07,1.0,1.0,265,308,86.0,4276,1204,127,140,90.7,127,138,92.0,7,15,46.7,0.2,-0.2,5,16,3,0,0,0,0,4,17,2.0,10,0,2,1,2,2,0,0,0,0,0,0,0,0,21,15,11,6,4,10,20,50.0,10,16,9,15,36,8,0,426,18,108,249,73,17,426,15,7,46.7,7,46.7,191,840.0,459.0,2,1,14,5,256,0,16,5,1,0,0,0,38,13,7,65.0
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,29,1995,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6,7,85.7,126,81,1,1,100.0,5,5,100.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,8,0,4,4,0,0,8,0,0,0.0,0,0.0,7,9.0,8.0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0.0
Ayman Aiki,FRA,"FW,MF",Saint-Étienne,Ligue 1,19,2005,3,1,87,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,4,6,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,2,0,0.0,2.07,0.0,0.0,0.0,18,0,0.03,-0.1,-0.1,10,17,58.8,143,71,7,10,70.0,2,4,50.0,1,2,50.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,0,1,1,100.0,0,1,0,1,4,0,0,31,0,7,15,9,1,31,3,0,0.0,3,100.0,24,109.0,44.0,1,0,4,6,25,0,2,1,0,0,0,0,4,1,3,25.0
Ola Aina,NGA,DF,Nott'Ham Forest,Premier League,28,1996,11,11,951,10.6,1,0,1,1,0,0,1,0,0.1,0.1,0.4,0.5,25,47,19,0.09,0.0,0.09,0.09,0.09,0.01,0.03,0.05,0.01,0.05,4,1,25.0,0.38,0.09,0.25,1.0,25,0,0.03,0.9,0.9,372,497,74.8,5734,2525,212,240,88.3,130,177,73.4,21,54,38.9,0.8,-0.4,5,36,8,5,0,1,23,18,25,2.37,19,3,1,1,0,1,1,0,0,0,0,0,0,1,22,16,15,6,1,15,22,68.2,7,11,4,14,36,28,1,613,42,211,253,161,8,613,22,11,50.0,7,31.8,273,1793.0,1122.0,16,4,17,8,294,0,5,12,1,0,0,0,64,4,9,30.8
Rayan Aït-Nouri,ALG,DF,Wolves,Premier League,23,2001,11,11,922,10.2,3,2,5,3,0,0,4,0,1.2,1.2,1.0,2.2,19,33,41,0.29,0.2,0.49,0.29,0.49,0.12,0.1,0.22,0.12,0.22,13,4,30.8,1.27,0.39,0.23,0.75,14,0,0.09,1.8,1.8,378,459,82.4,5273,1376,231,250,92.4,131,153,85.6,6,26,23.1,0.6,1.0,11,23,7,2,0,4,18,11,25,2.44,17,2,3,2,0,1,4,0,2,1,0,0,0,1,22,11,16,5,1,10,17,58.8,7,12,2,11,33,22,1,563,35,156,254,162,21,563,35,18,51.4,14,40.0,296,1583.0,741.0,14,5,9,9,338,0,16,6,1,0,0,0,47,5,10,33.3
Kristoffer Ajer,NOR,DF,Brentford,Premier League,26,1998,8,8,636,7.1,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.5,14,25,12,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,1,1,100.0,0.14,0.14,0.0,0.0,6,0,0.28,-0.3,-0.3,236,300,78.7,3792,1412,125,140,89.3,89,117,76.1,15,24,62.5,0.1,-0.2,2,20,2,2,0,3,5,10,7,0.99,7,0,0,0,0,0,2,0,2,0,0,0,0,0,6,5,5,1,0,2,8,25.0,6,8,1,6,12,19,0,356,25,140,166,55,8,356,8,4,50.0,4,50.0,198,1238.0,736.0,7,0,8,6,236,0,6,3,0,0,0,0,16,8,11,42.1
Ludovic Ajorque,FRA,FW,Brest,Ligue 1,30,1994,10,8,702,7.8,2,0,2,2,0,0,2,0,1.5,1.5,0.7,2.2,1,9,38,0.26,0.0,0.26,0.26,0.26,0.19,0.1,0.28,0.19,0.28,8,5,62.5,1.03,0.64,0.25,0.4,11,0,0.18,0.5,0.5,148,208,71.2,2031,264,97,122,79.5,38,58,65.5,7,10,70.0,0.4,-0.7,11,13,3,0,0,3,0,5,17,2.18,15,0,0,0,2,0,1,0,0,0,0,0,1,0,9,6,1,4,4,4,8,50.0,4,3,1,2,11,5,0,265,6,14,145,107,25,265,9,4,44.4,5,55.6,114,358.0,77.0,5,1,15,2,197,0,14,12,5,2,0,0,16,38,28,57.6
Manuel Akanji,SUI,DF,Manchester City,Premier League,29,1995,9,9,781,8.7,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,19,67,3,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,5,1,20.0,0.58,0.12,0.0,0.0,23,0,0.02,-0.1,-0.1,698,740,94.3,11219,2677,346,361,95.8,314,327,96.0,30,40,75.0,0.8,-0.3,6,76,10,2,3,3,8,2,20,2.3,20,0,0,0,0,0,1,0,1,0,0,0,0,0,7,5,3,2,2,4,7,57.1,3,5,3,4,11,24,0,789,43,195,356,238,5,789,1,1,100.0,0,0.0,505,2482.0,1484.0,25,0,3,3,644,0,5,4,0,0,0,0,33,11,16,40.7
Ümit Akdag,ROU,DF,Toulouse,Ligue 1,21,2003,2,2,140,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,17,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,91,118,77.1,1579,624,41,54,75.9,46,51,90.2,4,9,44.4,0.0,0.0,0,9,1,0,0,0,1,3,1,0.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,3,5,60.0,2,2,2,6,9,4,0,134,7,42,86,8,0,134,0,0,0.0,0,0.0,67,252.0,106.0,0,0,0,0,77,0,5,0,0,0,0,0,10,14,3,82.4
Nathan Aké,NED,DF,Manchester City,Premier League,29,1995,2,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1,0,0.0,1.2,0.0,0.0,0.0,15,0,0.02,0.0,0.0,80,83,96.4,1226,403,46,47,97.9,29,29,100.0,5,6,83.3,0.0,0.0,0,3,0,0,0,0,0,1,1,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,1,2,1,1,88,9,41,33,14,1,88,0,0,0.0,0,0.0,65,276.0,119.0,1,0,1,1,78,0,0,0,0,0,0,0,2,1,2,33.3
Ilias Akhomach,MAR,"MF,FW",Villarreal,La Liga,20,2004,11,7,584,6.5,1,0,1,1,0,0,1,0,0.6,0.6,1.0,1.6,30,12,64,0.15,0.0,0.15,0.15,0.15,0.09,0.15,0.23,0.09,0.23,17,6,35.3,2.62,0.92,0.06,0.17,23,0,0.03,0.4,0.4,136,185,73.5,2161,534,76,88,86.4,46,63,73.0,8,14,57.1,1.7,-1.0,9,5,8,2,1,2,18,7,29,4.38,17,0,5,1,6,0,1,0,0,0,0,0,1,0,12,7,4,4,4,6,12,50.0,6,8,0,3,15,13,0,292,8,44,89,162,29,292,43,19,44.2,17,39.5,200,1310.0,759.0,18,20,15,10,209,0,9,21,1,0,0,0,30,6,6,50.0
Sergio Akieme,ESP,DF,Reims,Ligue 1,27,1997,8,8,709,7.9,1,1,2,1,0,0,1,0,0.2,0.2,0.5,0.7,18,16,26,0.13,0.13,0.25,0.13,0.25,0.03,0.06,0.09,0.03,0.09,6,2,33.3,0.76,0.25,0.17,0.5,19,0,0.03,0.8,0.8,229,301,76.1,3127,838,137,150,91.3,78,105,74.3,5,27,18.5,0.3,0.5,5,6,4,3,0,0,24,4,9,1.14,8,0,0,0,1,0,1,0,1,0,0,0,0,0,9,8,8,1,0,5,9,55.6,4,9,4,5,14,31,1,387,28,162,136,93,7,387,9,6,66.7,3,33.3,194,1198.0,689.0,11,2,13,4,206,0,8,5,0,0,0,0,34,11,11,50.0
Maghnes Akliouche,FRA,"FW,MF",Monaco,Ligue 1,22,2002,10,7,662,7.4,0,3,3,0,0,0,0,0,1.1,1.1,1.9,3.0,32,53,61,0.0,0.41,0.41,0.0,0.41,0.14,0.26,0.41,0.14,0.41,12,1,8.3,1.63,0.14,0.0,0.0,19,0,0.09,-1.1,-1.1,291,364,79.9,3949,1268,178,195,91.3,89,114,78.1,10,17,58.8,2.1,1.1,14,24,17,0,2,2,17,20,29,3.94,20,1,3,2,2,1,3,0,3,0,0,0,0,0,13,8,7,3,3,4,13,30.8,9,3,0,3,16,2,0,454,9,62,186,214,37,454,26,12,46.2,14,53.8,296,1917.0,1018.0,27,12,23,12,345,0,9,11,2,0,0,0,41,1,2,33.3
Clément Akpa,CIV,DF,Auxerre,Ligue 1,23,2001,10,8,723,8.0,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,16,28,23,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,2,0,0.0,0.25,0.0,0.0,0.0,21,0,0.04,-0.1,-0.1,281,365,77.0,5551,2148,108,128,84.4,131,152,86.2,36,70,51.4,0.4,-0.3,6,21,8,5,0,13,22,9,12,1.49,9,2,0,0,1,0,2,0,1,0,0,0,1,0,14,9,7,3,4,8,14,57.1,6,15,4,10,24,34,1,460,44,188,193,81,1,460,8,2,25.0,4,50.0,238,1289.0,702.0,12,0,3,3,260,0,3,14,0,0,1,0,32,12,11,52.2
David Akpan Ankeye,NGA,"FW,MF",Genoa,Serie A,22,2002,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6,7,85.7,53,28,3,4,75.0,1,1,100.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,2.0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,9,1,2,3,4,0,9,1,1,100.0,0,0.0,6,54.0,8.0,1,0,0,2,10,0,3,1,0,0,0,0,0,0,1,0.0
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,29,1995,9,9,810,9.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,7,37,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,430,484,88.8,7875,2950,172,180,95.6,214,234,91.5,38,56,67.9,0.2,0.0,1,48,4,0,0,3,4,3,8,0.89,8,0,0,0,0,0,1,0,1,0,0,0,0,0,14,5,10,2,2,8,16,50.0,8,26,18,7,21,45,0,599,103,285,279,36,1,599,7,3,42.9,4,57.1,337,1527.0,663.0,6,0,3,1,370,0,15,8,0,0,2,0,35,18,18,50.0
Andreas Albers,DEN,FW,St. Pauli,Bundesliga,34,1990,7,0,40,0.4,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.6,0,1,5,2.25,0.0,2.25,2.25,2.25,1.18,0.21,1.4,1.18,1.4,2,1,50.0,4.5,2.25,0.5,1.0,15,0,0.26,0.5,0.5,6,18,33.3,92,18,4,11,36.4,1,3,33.3,1,2,50.0,0.0,-0.1,2,0,0,0,0,0,0,0,2,4.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,26,0,2,8,16,6,26,2,2,100.0,0,0.0,15,65.0,3.0,0,0,3,5,25,0,1,1,0,0,0,0,2,8,6,57.1
Raúl Albiol,ESP,DF,Villarreal,La Liga,39,1985,10,9,738,8.2,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,0,14,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1,0,0.0,0.12,0.0,0.0,0.0,4,0,0.08,-0.1,-0.1,407,460,88.5,8253,3169,121,129,93.8,237,253,93.7,46,73,63.0,0.0,0.0,0,12,0,0,0,3,0,2,1,0.12,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,2,1,0,2,4,50.0,2,8,8,4,7,51,1,534,98,305,224,5,1,534,0,0,0.0,0,0.0,285,1268.0,635.0,1,0,2,1,365,0,7,3,0,0,1,1,19,17,10,63.0
Carlos Alcaraz,ARG,MF,Southampton,Premier League,22,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.0,0.0,0.0,0.0,0.0,0.62,0.86,1.48,0.62,1.48,1,1,100.0,9.0,9.0,0.0,0.0,9,0,0.07,-0.1,-0.1,13,13,100.0,221,66,7,7,100.0,4,4,100.0,2,2,100.0,0.0,-0.1,1,4,1,1,0,0,1,0,1,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112.0,98.0,1,0,0,0,12,0,1,0,0,0,0,0,2,1,0,100.0
Omar Alderete,PAR,DF,Getafe,La Liga,28,1996,12,12,1080,12.0,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.2,14,50,1,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.1,0.03,0.1,17,6,35.3,1.42,0.5,0.0,0.0,20,3,0.02,-0.4,-0.4,317,472,67.2,7534,3626,82,105,78.1,159,202,78.7,73,143,51.0,0.5,-0.8,6,62,5,0,0,13,2,8,16,1.33,11,1,0,3,0,1,1,0,0,0,0,1,0,0,19,12,14,4,1,9,13,69.2,4,12,7,15,34,58,1,624,67,266,311,50,20,624,10,6,60.0,4,40.0,243,1756.0,1113.0,8,2,10,4,252,0,10,5,3,0,0,0,46,41,26,61.2
Carles Aleñá,ESP,"MF,FW",Getafe,La Liga,26,1998,7,3,311,3.5,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,2,8,7,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,4,1,25.0,1.16,0.29,0.0,0.0,12,0,0.19,-0.8,-0.8,65,82,79.3,1050,220,33,37,89.2,22,28,78.6,6,10,60.0,0.1,0.0,1,8,1,0,0,0,5,1,3,0.87,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,2,3,1,4,8,50.0,4,7,1,0,6,2,0,113,2,17,60,39,8,113,4,3,75.0,1,25.0,59,318.0,126.0,2,0,3,3,64,0,6,6,2,0,0,0,9,8,9,47.1
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,26,1998,11,11,866,9.6,0,1,1,0,0,0,2,0,0.4,0.4,2.5,2.9,23,54,25,0.0,0.1,0.1,0.0,0.1,0.04,0.26,0.3,0.04,0.3,10,2,20.0,1.04,0.21,0.0,0.0,25,2,0.04,-0.4,-0.4,429,614,69.9,8149,3196,198,229,86.5,164,225,72.9,62,141,44.0,3.0,-1.5,19,40,18,5,5,8,48,7,30,3.11,22,7,1,0,0,0,4,0,3,1,0,0,0,0,31,24,19,8,4,20,32,62.5,12,8,3,8,39,12,0,700,26,197,306,202,12,700,15,5,33.3,9,60.0,337,1727.0,942.0,16,5,9,10,430,0,3,5,1,0,0,0,41,2,7,22.2
Alfon,ESP,"FW,MF",Celta Vigo,La Liga,25,1999,6,2,217,2.4,0,0,0,0,0,0,0,1,0.9,0.9,0.8,1.7,13,7,31,0.0,0.0,0.0,0.0,0.0,0.38,0.33,0.71,0.38,0.71,11,2,18.2,4.56,0.83,0.0,0.0,16,0,0.08,-0.9,-0.9,45,59,76.3,591,137,29,31,93.5,13,17,76.5,1,2,50.0,0.5,-0.8,7,1,2,1,0,0,5,5,19,7.88,7,0,5,4,3,0,1,0,0,0,0,1,0,0,2,0,0,2,0,0,2,0.0,2,2,0,2,4,1,0,90,0,8,16,66,24,90,13,7,53.8,6,46.2,67,382.0,220.0,6,8,4,4,79,0,7,7,0,0,0,0,1,0,3,0.0
Mohamed Ali Cho,FRA,FW,Nice,Ligue 1,20,2004,9,9,637,7.1,2,0,2,2,0,0,1,0,1.5,1.5,1.2,2.7,17,14,49,0.28,0.0,0.28,0.28,0.28,0.22,0.17,0.39,0.22,0.39,13,7,53.8,1.84,0.99,0.15,0.29,15,0,0.12,0.5,0.5,116,173,67.1,1521,357,80,97,82.5,27,43,62.8,4,14,28.6,1.1,-1.2,12,5,8,0,6,1,20,9,24,3.39,15,3,2,0,4,0,4,0,2,0,1,0,1,0,6,3,1,1,4,2,5,40.0,3,3,0,1,7,2,0,259,3,24,105,137,28,259,25,3,12.0,17,68.0,169,1019.0,464.0,11,7,28,7,201,0,5,22,8,0,0,0,28,6,10,37.5
Faride Alidou,GER,"FW,MF",Hellas Verona,Serie A,23,2001,3,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,1,0,0.0,1.27,0.0,0.0,0.0,32,0,0.01,0.0,0.0,16,20,80.0,198,42,7,7,100.0,4,6,66.7,1,2,50.0,0.0,0.0,1,0,1,1,0,0,3,0,2,2.54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,3,1,31,2,5,11,17,0,31,4,2,50.0,2,50.0,17,98.0,44.0,3,0,1,1,19,0,1,0,0,0,0,0,0,1,0,100.0
Tadeo Allende,ARG,FW,Celta Vigo,La Liga,25,1999,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,3,33.3,7,1,1,2,50.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,1,1,3,0,0,4,1,0,0.0,1,100.0,3,13.0,4.0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0.0
Jim Allevinah,GAB,FW,Angers,Ligue 1,29,1995,8,7,521,5.8,0,2,2,0,0,0,1,0,1.0,1.0,0.9,1.9,13,23,27,0.0,0.35,0.35,0.0,0.35,0.17,0.15,0.32,0.17,0.32,14,2,14.3,2.42,0.35,0.0,0.0,16,0,0.07,-1.0,-1.0,107,146,73.3,1542,379,63,77,81.8,36,52,69.2,5,8,62.5,0.2,1.1,4,8,4,1,0,0,11,4,12,2.07,7,0,0,4,0,1,4,0,2,0,0,2,0,0,6,4,3,1,2,1,10,10.0,9,2,0,3,9,7,0,212,7,47,87,84,21,212,10,2,20.0,8,80.0,129,910.0,434.0,13,3,12,7,150,0,5,6,3,0,0,0,25,6,8,42.9
Domingos André Ribeiro Almeida,POR,"FW,MF",Valencia,La Liga,24,2000,9,5,454,5.0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,10,34,18,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.1,0.03,0.1,3,1,33.3,0.59,0.2,0.0,0.0,21,0,0.05,-0.2,-0.2,190,230,82.6,3287,806,90,96,93.8,73,82,89.0,20,32,62.5,1.2,-0.3,8,27,7,2,1,0,14,6,18,3.58,10,4,1,1,1,1,0,0,0,0,0,0,0,0,13,7,5,5,3,5,8,62.5,3,6,1,3,16,2,0,276,2,33,152,94,15,276,8,3,37.5,4,50.0,155,744.0,345.0,11,4,9,5,191,0,8,4,2,0,0,0,23,2,4,33.3
Iker Almena,ESP,"FW,DF",Girona,La Liga,20,2004,2,0,48,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,6,2,10,0.0,1.87,1.87,0.0,1.87,0.06,1.27,1.33,0.06,1.33,1,0,0.0,1.87,0.0,0.0,0.0,24,0,0.03,0.0,0.0,23,32,71.9,328,34,13,14,92.9,10,14,71.4,0,1,0.0,0.4,0.3,2,0,0,0,0,0,4,2,3,5.63,2,0,1,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,0,0,2,0,39,2,4,6,30,1,39,3,2,66.7,1,33.3,32,233.0,152.0,3,1,1,0,31,0,0,1,0,0,0,0,2,0,0,0.0
Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,30,1994,5,1,105,1.2,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.5,1,5,10,0.0,0.0,0.0,0.0,0.0,0.31,0.15,0.46,0.31,0.46,4,1,25.0,3.43,0.86,0.0,0.0,15,0,0.09,-0.4,-0.4,30,39,76.9,419,144,23,24,95.8,6,9,66.7,1,3,33.3,0.2,-0.2,1,3,1,0,1,0,0,1,4,3.43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,0,0,46,1,4,23,19,5,46,1,0,0.0,1,100.0,31,151.0,61.0,2,1,0,1,31,0,1,1,1,0,0,0,4,0,2,0.0
